text,vader_sentiment,vader_sentiment_label,
 Yup  On to Mother`s Day. Any plans for your birthday?,0,Neutral,
Arg Exile still has that problem with Alt-Tabbing,-0.4019,Negative,
_**** R.I.P curls,0,Neutral,
 A pretty black top with flowers in pink hues,0.6124,Positive,
 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,0,Neutral,
 dr hook  awesome,0.6249,Positive,
 You are quite welcome Mr. Poole.,0.5095,Positive,
http://xkcd.com/577/ - today`s xkcd  Looking forward to daily updates this week!,0,Neutral,
 I know! I miss her...,-0.2244,Negative,
" It`s been raining the past few days but it was actually sunny today! Well, for a little while. Now it`s super cloudy!",0.9229,Positive,
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,0.6361,Positive,
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,0.508,Positive,
 What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.,-0.5803,Negative,
 yeah whatever...in your twisted mind maybe! ,) LOL  ... oh wait that`s mine too!!,0.8181,Positive
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,-0.5972,Negative,
 mine too,0,Neutral,
" I`m mo nudge you again, better watch out!",0.4926,Positive,
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,0.7141,Positive,
 URGHHHHHHHHHH your makeing me cry,-0.4767,Negative,
" absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",-0.3589,Negative,
_marie:my heart goes out to you,0,Neutral,
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,0.6597,Positive,
 awww! you like anne curtis too tho rite?? it`s her soap thats gonna replace it!,0.5337,Positive,
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,0.1513,Positive,
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",-0.0516,Negative,
I need a break! I NEED KITKAT! haha!,0.5962,Positive,
 oh that totally works too,0,Neutral,
PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,-0.2732,Negative,
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",-0.1027,Negative,
 don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,0.0644,Positive,
" so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",0.2846,Positive,
excited about this week! trying to have a productive monday. trying. hard.,0.3164,Positive,
 You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,0.4753,Positive,
[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her,0.3182,Positive,
"omg, did anyone see the wee girl on bgt..!**** sucha shame",-0.5255,Negative,
Gday... Do you know if NHibernate has issues with COM Interop (VB6 <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy,-0.34,Negative,
hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),0,Neutral,
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,0.25,Positive,
" I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",0,Neutral,
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,0.9372,Positive,
" I can`t get in, I`m in a waiting room",0,Neutral,
 LOL! Glad you like it!,0.863,Positive,
 I didnt save those links! I dont need distractions.. I just need motivation,-0.1331,Negative,
Ugh our two week push to produce a six pack has produced nothing but pain!,0.4488,Positive,
can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,0,Neutral,
 .. thanks dear.. wish you the best too,0.8689,Positive,
 I said hi to u,0,Neutral,
OMG - Madness Just Came On The Radio,-0.4404,Negative,
_mommy oh  well i hope she gets better,0.7845,Positive,
 http://twitpic.com/1aida - snood,0,Neutral,
"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",0,Neutral,
Managed to find a bottle of Pimm`s! If only we had the weather to go with it,0,Neutral,
_its_sarah Congrats Sarah!!!!! thats awsum,0.6776,Positive,
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",-0.3384,Negative,
my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,0.8039,Positive,
 Oh It was marathon ****? mahasha,0,Neutral,
 yes sir i sure did.,0.6124,Positive,
 Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,0.6999,Positive,
 That`s the one. I wish I have a video compilation of `s thrusting,0.4019,Positive,
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,0.9298,Positive,
 have fun!  i am sad to not be with you guys,0.126,Positive,
my guinea pig died today,-0.5574,Negative,
Have a huge block of snack chocolate here. Tis calling my name already,-0.1531,Negative,
My room is too hot to sleep in.,0,Neutral,
" Possibly, yes.",0.4019,Positive,
_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!,-0.6571,Negative,
will play quake3 in 3min,0.34,Positive,
 Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,0.6476,Positive,
 go on msn. i need to talk to you about something that happened today,0,Neutral,
It`s just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),0.6369,Positive,
Goodnight tweeps.,0,Neutral,
" aww, we will miss you.  At least you get to go home right?",-0.1531,Negative,
 What are those barrels made of? Hey pass that barrel,0,Neutral,
 Thanks for adding me,0.4404,Positive,
can`t wait to watch the next season of heroes,0.5106,Positive,
"Bored, making a mothers day card",-0.2732,Negative,
"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",-0.1326,Negative,
I think Max (my cat) may really be gone,0,Neutral,
`m working on a logo on photoshop & it didn`t work out..  hehe.. try again lah..,0,Neutral,
 I have a bird living with me.  So I have to find other ways to kill these **** things beside the exterminator.   #vegas it sucks,-0.802,Negative,
oowww...why do wisdom teeth hurt so much,0,Neutral,
 airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,0.8918,Positive,
You know who helps me almost everyday?  ,0.3818,Positive,
Just saw half the RRO staff walk by...sadly I didn`t see  or ,0,Neutral,
" Totally agree, she wasn`t even as good as the judges said wither! Just said it to make her feel better",0.8353,Positive,
"wants to listen to musiq soulchild, but it is not on the iPod",0,Neutral,
Didn`t meet Rosie O Donnell but it was still a fun night,0.6652,Positive,
" that`s me right now, all I can do is stare at everyone else working on thier laptops",0,Neutral,
 they have nice cakes  why can`t I like them? Haha and you should! That`s sooo gayy though,0.8221,Positive,
It was sunny when I entered the sub-basement.  Now it`s raining.,0.4215,Positive,
Orange vitamin water 10 is my new addiction  U should try it.,0.296,Positive,
  yay thanku! *hugs*,0.5707,Positive,
  so what was said??  I`m so bummed I missed it!.  *sigh* I want to go to california,-0.4273,Negative,
Ã¯Â¿Â½Ã¯Â¿Â½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,0.7762,Positive,
.. so I can only recover 10 photos,0,Neutral,
" 'We never want to lose the fans that got us here!' Thank you for saying that  Wish you and the others a nice day, greets",0.8729,Positive,
chillin bored drinking a margarita. txt me,-0.2732,Negative,
"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can`t go.   Everyone else should go though! Tickets on sale Sat.",-0.68,Negative,
"In my moms hair salon, dying my hair",0,Neutral,
"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it",0.8555,Positive,
  that`s not good,-0.3412,Negative,
" Thanks! I love it they have a video, so you don`t need to download if they don`t offer everything you want  Will try!",0.8395,Positive,
 I just noticed that  They are so ridiculous,-0.5009,Negative,
  im riding the highs and lows of moods now.... chores blow,-0.2023,Negative,
i hate it when a website says the ticket prices are on another website and their not,-0.5719,Negative,
On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16,0,Neutral,
"ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee",0.6946,Positive,
" Yes you are, thanks  Haha you do? Field of flowers don`t exist in Singapore, well not ones that you can frolick in:S",0.8658,Positive,
" Where`d the songs go on the site, I want 'Do You' on this computer too",0.0772,Positive,
munchin BACON BUTTIES! woohoo!!  my faves!!!,0.6671,Positive,
"no school today, teacher cancelled the lesson  chillin`",-0.4939,Negative,
" My eyes are starting to hurt. So late. But must reach 200 updates due to tweets sent to youuuu! Philippines tour, pleeease?",-0.3274,Negative,
My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I`d ever been to!,-0.126,Negative,
" I was supposed to go tomorrow tooooo, but have to use gas and ticket money to pay for car inspection fee.",-0.1531,Negative,
The best thing I have ever done is carry and birth a child,0.6369,Positive,
"..my mother just WON the City of Terrell, Texas District 2 `City Council` Seat  ..i`m M.i.A lol HAPPY MOTHERS DAY",0.913,Positive,
"Friday evening......what to do, what to do.  I have to idea.",0,Neutral,
"its at 3 am, im very tired but i can`t sleep  but i try it",-0.2724,Negative,
"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!",0.7835,Positive,
 I know what you mean. My little dog is sinking into depression... he wants to move someplace tropical,0,Neutral,
_sutra what is your next youtube video gonna be about? I love your videos!,0.6696,Positive,
 http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!,0.5093,Positive,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
,0,Neutral,
